,0,1
0,164360.0,0.0
1,401483.0,0.0
2,334406.0,0.0
3,167496.0,0.0
4,144490.0,0.0
5,107675.0,0.0
6,135088.0,0.0
7,199701.0,0.0
8,310760.0,0.0
9,454854.0,0.0
10,224140.0,0.0
11,340880.0,0.0
12,273299.0,0.0
13,476340.0,0.0
14,336970.0,0.0
15,302728.0,0.0
16,480888.0,0.0
17,425439.0,0.0
18,425536.0,0.0
19,321549.0,0.0
20,126564.0,0.0
21,210079.0,0.0
22,292453.0,0.0
23,308908.0,0.0
24,283891.0,0.0
25,134212.0,0.0
26,384227.0,0.0
27,438150.0,0.0
28,297519.0,0.0
29,388002.0,0.0
30,256996.0,0.0
31,137513.0,0.0
32,476882.0,0.0
33,463982.0,0.0
34,139952.0,0.0
35,217766.0,0.0
36,102009.0,0.0
37,249527.0,0.0
38,111587.0,0.0
39,174128.0,0.0
40,283043.0,0.0
41,273828.0,0.0
42,467808.0,0.0
43,200117.0,0.0
44,366087.0,0.0
45,214550.0,0.0
46,258421.0,0.0
47,329388.0,0.0
48,419612.0,0.0
49,364547.0,0.0
50,257844.0,0.0
51,121963.0,0.0
52,355965.0,0.0
53,385733.0,0.0
54,498086.0,0.0
55,238745.0,0.0
56,422774.0,0.0
57,467769.0,0.0
58,436619.0,0.0
59,443946.0,0.0
60,468997.0,0.0
61,266519.0,0.0
62,348934.0,0.0
63,468580.0,0.0
64,358954.0,0.0
65,303741.0,0.0
66,436388.0,0.0
67,284165.0,0.0
68,486316.0,0.0
69,302252.0,0.0
70,366959.0,0.0
71,312932.0,0.0
72,187833.0,0.0
73,226779.0,0.0
74,242985.0,0.0
75,376086.0,0.0
76,150688.0,0.0
77,334657.0,0.0
78,396083.0,0.0
79,262258.0,0.0
80,359303.0,0.0
81,333673.0,0.0
82,304865.0,0.0
83,353427.0,0.0
84,423047.0,0.0
85,140289.0,0.0
86,315553.0,0.0
87,333201.0,0.0
88,123164.0,0.0
89,445414.0,0.0
90,160490.0,0.0
91,159474.0,0.0
92,164014.0,0.0
93,329039.0,0.0
94,117376.0,0.0
95,146609.0,0.0
96,338782.0,0.0
97,165407.0,0.0
98,455250.0,0.0
99,257032.0,0.0
100,244837.0,0.0
101,478009.0,0.0
102,343508.0,0.0
103,224302.0,0.0
104,101402.0,0.0
105,127775.0,0.0
106,266366.0,0.0
107,149341.0,0.0
108,297217.0,0.0
109,491363.0,0.0
110,165170.0,0.0
111,460797.0,0.0
112,226426.0,0.0
113,404461.0,0.0
114,179010.0,0.0
115,190843.0,0.0
116,168265.0,0.0
117,351800.0,0.0
118,256731.0,0.0
119,268835.0,0.0
120,173499.0,0.0
121,291698.0,0.0
122,117190.0,0.0
123,246470.0,0.0
124,164269.0,0.0
125,430641.0,0.0
126,284924.0,0.0
127,102871.0,0.0
128,129051.0,0.0
129,354716.0,0.0
130,499432.0,0.0
131,279263.0,0.0
132,399823.0,0.0
133,432598.0,0.0
134,460468.0,0.0
135,171913.0,0.0
136,208924.0,0.0
137,224445.0,0.0
138,149220.0,0.0
139,182609.0,0.0
140,440318.0,0.0
141,156569.0,0.0
142,346930.0,0.0
143,478503.0,0.0
144,279382.0,0.0
145,202080.0,0.0
146,258018.0,0.0
147,298228.0,0.0
148,333452.0,0.0
149,146124.0,0.0
150,284400.0,0.0
151,140668.0,0.0
152,121741.0,0.0
153,167001.0,0.0
154,330316.0,0.0
155,461109.0,0.0
156,330660.0,0.0
157,127434.0,0.0
158,365400.0,0.0
159,318087.0,0.0
160,251173.0,0.0
161,496596.0,0.0
162,223116.0,0.0
163,160447.0,0.0
164,202229.0,0.0
165,444188.0,0.0
166,322284.0,0.0
167,440688.0,0.0
168,393412.0,0.0
169,421326.0,0.0
170,448006.0,0.0
171,305544.0,0.0
172,315251.0,0.0
173,380223.0,0.0
174,432199.0,0.0
175,334799.0,0.0
176,497780.0,0.0
177,434974.0,0.0
178,256127.0,0.0
179,173901.0,0.0
180,439183.0,0.0
181,221388.0,0.0
182,481999.0,0.0
183,138320.0,0.0
184,456610.0,0.0
185,264432.0,0.0
186,319694.0,0.0
187,235132.0,0.0
188,158377.0,0.0
189,366754.0,0.0
190,410497.0,0.0
191,365289.0,0.0
192,188639.0,0.0
193,478218.0,0.0
194,224461.0,0.0
195,339236.0,0.0
196,460819.0,0.0
197,415674.0,0.0
198,277759.0,0.0
199,117281.0,0.0
200,374853.0,0.0
201,248508.0,0.0
202,323917.0,0.0
203,235515.0,0.0
204,490508.0,0.0
205,258213.0,0.0
206,387389.0,0.0
207,327780.0,0.0
208,328830.0,0.0
209,446351.0,0.0
210,340155.0,0.0
211,294272.0,0.0
212,459842.0,0.0
213,158229.0,0.0
214,126028.0,0.0
215,360159.0,0.0
216,273931.0,0.0
217,283854.0,0.0
218,258408.0,0.0
219,124478.0,0.0
220,413030.0,0.0
221,483556.0,0.0
222,382213.0,0.0
223,155349.0,0.0
224,253349.0,0.0
225,415607.0,0.0
226,169371.0,0.0
227,428433.0,0.0
228,296605.0,0.0
229,322415.0,0.0
230,415865.0,0.0
231,421024.0,0.0
232,323735.0,0.0
233,325199.0,0.0
234,247334.0,0.0
235,413308.0,0.0
236,351398.0,0.0
237,312204.0,0.0
238,207117.0,0.0
239,476523.0,0.0
240,278669.0,0.0
241,498635.0,0.0
242,445272.0,0.0
243,363267.0,0.0
244,168522.0,0.0
245,279541.0,0.0
246,165564.0,0.0
247,132585.0,0.0
248,102407.0,0.0
249,336687.0,0.0
250,430145.0,0.0
251,417614.0,0.0
252,189750.0,0.0
253,185091.0,0.0
254,454997.0,0.0
255,311321.0,0.0
256,429198.0,0.0
257,451391.0,0.0
258,375090.0,0.0
259,255361.0,0.0
260,332364.0,0.0
261,101001.0,0.0
262,264045.0,0.0
263,466863.0,0.0
264,310605.0,0.0
265,174623.0,0.0
266,488250.0,0.0
267,449406.0,0.0
268,403305.0,0.0
269,246016.0,0.0
270,175748.0,0.0
271,285210.0,0.0
272,173530.0,0.0
273,373699.0,0.0
274,243247.0,0.0
275,159554.0,0.0
276,490876.0,0.0
277,237132.0,0.0
278,230586.0,0.0
279,158803.0,0.0
280,194331.0,0.0
281,386611.0,0.0
282,194661.0,0.0
283,341775.0,0.0
284,143227.0,0.0
285,412829.0,0.0
286,182467.0,0.0
287,278174.0,0.0
288,313002.0,0.0
289,470939.0,0.0
290,301265.0,0.0
291,201764.0,0.0
292,193919.0,0.0
293,165675.0,0.0
294,145159.0,0.0
295,343778.0,0.0
296,401493.0,0.0
297,161669.0,0.0
298,287480.0,0.0
299,467691.0,0.0
300,232072.0,0.0
301,420904.0,0.0
302,311055.0,0.0
303,300358.0,0.0
304,386670.0,0.0
305,111616.0,0.0
306,252479.0,0.0
307,309518.0,0.0
308,420773.0,0.0
309,492768.0,0.0
310,381981.0,0.0
311,216158.0,0.0
312,358880.0,0.0
313,239095.0,0.0
314,251476.0,0.0
315,450220.0,0.0
316,167530.0,0.0
317,175044.0,0.0
318,473765.0,0.0
319,472670.0,0.0
320,232557.0,0.0
321,489835.0,0.0
322,253532.0,0.0
323,385622.0,0.0
324,268146.0,0.0
325,470377.0,0.0
326,172986.0,0.0
327,316774.0,0.0
328,153582.0,0.0
329,470942.0,0.0
330,169636.0,0.0
331,247131.0,0.0
332,130819.0,0.0
333,363475.0,0.0
334,356304.0,0.0
335,208763.0,0.0
336,343137.0,0.0
337,387815.0,0.0
338,367306.0,0.0
339,424622.0,0.0
340,324568.0,0.0
341,409897.0,0.0
342,236541.0,0.0
343,482869.0,0.0
344,410087.0,0.0
345,246532.0,0.0
346,290399.0,0.0
347,250326.0,0.0
348,266549.0,0.0
349,415426.0,0.0
350,264783.0,0.0
351,331627.0,0.0
352,316326.0,0.0
353,191683.0,0.0
354,177971.0,0.0
355,352927.0,0.0
356,168419.0,0.0
357,395156.0,0.0
358,416428.0,0.0
359,185940.0,0.0
360,299315.0,0.0
361,360707.0,0.0
362,422509.0,0.0
363,119537.0,0.0
364,423759.0,0.0
365,201757.0,0.0
366,351584.0,0.0
367,208759.0,0.0
368,277461.0,0.0
369,479449.0,0.0
370,162542.0,0.0
371,133937.0,0.0
372,494739.0,0.0
373,302712.0,0.0
374,169088.0,0.0
375,183502.0,0.0
376,300739.0,0.0
377,120928.0,0.0
378,191686.0,0.0
379,381369.0,0.0
380,104447.0,0.0
381,105452.0,0.0
382,410588.0,0.0
383,384859.0,0.0
384,392704.0,0.0
385,211891.0,0.0
386,215306.0,0.0
387,300224.0,0.0
388,223738.0,0.0
389,184541.0,0.0
390,323861.0,0.0
391,246078.0,0.0
392,300505.0,0.0
393,372528.0,0.0
394,220721.0,0.0
395,374320.0,2.9802322387695312e-08
396,374836.0,2.9802322387695312e-08
397,206499.0,2.9802322387695312e-08
398,111706.0,2.9802322387695312e-08
399,482547.0,2.9802322387695312e-08
400,375962.0,2.9802322387695312e-08
401,263441.0,2.9802322387695312e-08
402,402916.0,2.9802322387695312e-08
403,316496.0,2.9802322387695312e-08
404,169148.0,2.9802322387695312e-08
405,142025.0,2.9802322387695312e-08
406,178586.0,2.9802322387695312e-08
407,416655.0,2.9802322387695312e-08
408,109540.0,2.9802322387695312e-08
409,136196.0,2.9802322387695312e-08
410,383418.0,2.9802322387695312e-08
411,462172.0,2.9802322387695312e-08
412,271714.0,2.9802322387695312e-08
413,407498.0,2.9802322387695312e-08
414,320633.0,2.9802322387695312e-08
415,473927.0,2.9802322387695312e-08
416,380024.0,2.9802322387695312e-08
417,305379.0,2.9802322387695312e-08
418,303765.0,2.9802322387695312e-08
419,493564.0,2.9802322387695312e-08
420,417445.0,2.9802322387695312e-08
421,235355.0,2.9802322387695312e-08
422,203358.0,2.9802322387695312e-08
423,288647.0,2.9802322387695312e-08
424,310995.0,2.9802322387695312e-08
425,200311.0,2.9802322387695312e-08
426,373553.0,2.9802322387695312e-08
427,420449.0,2.9802322387695312e-08
428,470439.0,2.9802322387695312e-08
429,367776.0,2.9802322387695312e-08
430,115943.0,2.9802322387695312e-08
431,167212.0,2.9802322387695312e-08
432,109220.0,2.9802322387695312e-08
433,479869.0,2.9802322387695312e-08
434,486101.0,2.9802322387695312e-08
435,212676.0,2.9802322387695312e-08
436,395312.0,2.9802322387695312e-08
437,373382.0,2.9802322387695312e-08
438,363793.0,2.9802322387695312e-08
439,429390.0,2.9802322387695312e-08
440,487712.0,2.9802322387695312e-08
441,254969.0,2.9802322387695312e-08
442,178841.0,2.9802322387695312e-08
443,115714.0,2.9802322387695312e-08
444,432296.0,2.9802322387695312e-08
445,176870.0,2.9802322387695312e-08
446,378365.0,2.9802322387695312e-08
447,474719.0,2.9802322387695312e-08
448,177213.0,2.9802322387695312e-08
449,158209.0,2.9802322387695312e-08
450,433707.0,2.9802322387695312e-08
451,144455.0,2.9802322387695312e-08
452,346096.0,2.9802322387695312e-08
453,330081.0,2.9802322387695312e-08
454,467255.0,2.9802322387695312e-08
455,273527.0,2.9802322387695312e-08
456,452670.0,2.9802322387695312e-08
457,310444.0,5.960464477539063e-08
458,423043.0,5.960464477539063e-08
459,451243.0,5.960464477539063e-08
460,159412.0,5.960464477539063e-08
461,237017.0,5.960464477539063e-08
462,259988.0,5.960464477539063e-08
463,336314.0,5.960464477539063e-08
464,300912.0,5.960464477539063e-08
465,100070.0,5.960464477539063e-08
466,218904.0,5.960464477539063e-08
467,395121.0,5.960464477539063e-08
468,293554.0,5.960464477539063e-08
469,445079.0,5.960464477539063e-08
470,233300.0,5.960464477539063e-08
471,270158.0,5.960464477539063e-08
472,347153.0,5.960464477539063e-08
473,391522.0,5.960464477539063e-08
474,421964.0,5.960464477539063e-08
475,409296.0,5.960464477539063e-08
476,298331.0,5.960464477539063e-08
477,326868.0,5.960464477539063e-08
478,233689.0,5.960464477539063e-08
479,341787.0,5.960464477539063e-08
480,383911.0,5.960464477539063e-08
481,485729.0,5.960464477539063e-08
482,279185.0,5.960464477539063e-08
483,362994.0,5.960464477539063e-08
484,495191.0,5.960464477539063e-08
485,124828.0,5.960464477539063e-08
486,180141.0,5.960464477539063e-08
487,368615.0,5.960464477539063e-08
488,403610.0,5.960464477539063e-08
489,210496.0,5.960464477539063e-08
490,221081.0,5.960464477539063e-08
491,421029.0,5.960464477539063e-08
492,321976.0,8.940696716308594e-08
493,387466.0,8.940696716308594e-08
494,459934.0,8.940696716308594e-08
495,193024.0,8.940696716308594e-08
496,339105.0,8.940696716308594e-08
497,317065.0,8.940696716308594e-08
498,247696.0,8.940696716308594e-08
499,295359.0,8.940696716308594e-08
500,240018.0,8.940696716308594e-08
501,350868.0,8.940696716308594e-08
502,234201.0,8.940696716308594e-08
503,231668.0,8.940696716308594e-08
504,364902.0,8.940696716308594e-08
505,306679.0,8.940696716308594e-08
506,271925.0,8.940696716308594e-08
507,136093.0,8.940696716308594e-08
508,292778.0,8.940696716308594e-08
509,472397.0,8.940696716308594e-08
510,434775.0,8.940696716308594e-08
511,138403.0,8.940696716308594e-08
512,291937.0,8.940696716308594e-08
513,310881.0,8.940696716308594e-08
514,446622.0,8.940696716308594e-08
515,420904.0,8.940696716308594e-08
516,281196.0,8.940696716308594e-08
517,340955.0,8.940696716308594e-08
518,112018.0,8.940696716308594e-08
519,279525.0,8.940696716308594e-08
520,448602.0,8.940696716308594e-08
521,472603.0,8.940696716308594e-08
522,467394.0,8.940696716308594e-08
523,287012.0,8.940696716308594e-08
524,328670.0,8.940696716308594e-08
525,375996.0,8.940696716308594e-08
526,312935.0,8.940696716308594e-08
527,320900.0,8.940696716308594e-08
528,286153.0,8.940696716308594e-08
529,213942.0,8.940696716308594e-08
530,451382.0,8.940696716308594e-08
531,490280.0,8.940696716308594e-08
532,307481.0,8.940696716308594e-08
533,253923.0,8.940696716308594e-08
534,416912.0,8.940696716308594e-08
535,209981.0,8.940696716308594e-08
536,484439.0,8.940696716308594e-08
537,188008.0,1.1920928955078125e-07
538,492953.0,1.1920928955078125e-07
539,409392.0,1.1920928955078125e-07
